Data Source in SDW: https://sdw.ecb.de/quickview.do?org.apache.struts.taglib.html.TOKEN=682c7f502e7266e963f768c6bcf933a1&SERIES_KEY=42.FM.B.ES.USD.DS.SC.ESGVTS5.HST&start=01-01-2021&end=&snapshot=&submitOptions.x=0&submitOptions.y=0&trans=N
,FM.B.ES.USD.DS.SC.ESGVTS5.HST
,"SPAIN SEN 5YR Credit Default Swap, provided by DataStream"
Collection:,End of period (E)
Period\Unit:,[Points ]
,,obs. status,obs. confidentiality
2023-11-10,53.1210000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-11-09,53.1130000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-11-08,53.1800000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-11-07,51.8890000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-11-06,52.5970000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-11-03,53.7560000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-11-02,54.1010000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-11-01,54.5740000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-10-31,54.8050000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-10-30,54.7110000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-10-27,55.1800000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-10-26,55.5560000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-10-25,54.8410000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-10-24,55.2640000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-10-23,55.3780000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-10-20,54.2570000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-10-19,54.4330000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-10-18,54.3970000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-10-17,53.8630000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-10-16,54.4210000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-10-13,54.4500000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-10-12,53.6380000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-10-11,54.4310000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-10-10,55.6300000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-10-09,56.8120000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-10-06,55.7830000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-10-05,54.7490000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-10-04,54.6160000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-10-03,53.9450000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-10-02,52.5920000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-09-29,52.5860000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-09-28,52.7710000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-09-27,52.7640000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-09-26,52.9320000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-09-25,51.7990000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-09-22,51.3770000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-09-21,51.4440000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-09-20,50.9000000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-09-19,47.3490000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-09-18,46.7230000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-09-15,45.8820000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-09-14,47.3970000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-09-13,46.1370000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-09-12,46.8980000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-09-11,47.7190000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-09-08,47.4390000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-09-07,46.3670000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-09-06,46.2970000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-09-05,46.5200000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-09-04,47.7390000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-09-01,48.1090000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-08-31,48.1320000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-08-30,47.9920000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-08-29,47.9180000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-08-28,48.5830000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-08-25,48.6270000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-08-24,48.8910000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-08-23,49.6390000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-08-22,49.2090000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-08-21,49.7330000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-08-18,50.8630000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-08-17,51.3480000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-08-16,50.7810000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-08-15,49.3020000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-08-14,48.8400000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-08-11,49.5500000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-08-10,49.3600000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-08-09,49.5850000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-08-08,50.8240000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-08-07,48.6310000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-08-04,48.4890000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-08-03,47.8670000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-08-02,49.6640000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-08-01,48.7850000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-07-31,47.6750000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-07-28,47.7710000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-07-27,47.9780000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-07-26,49.0750000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-07-25,48.9130000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-07-24,47.8810000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-07-21,47.6440000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-07-20,48.2450000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-07-19,48.2410000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-07-18,48.7280000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-07-17,48.9530000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-07-14,48.7630000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-07-13,49.0450000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-07-12,49.1800000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-07-11,49.1540000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-07-10,49.1590000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-07-07,49.3780000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-07-06,47.5480000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-07-05,47.6050000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-07-04,47.2540000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-07-03,48.6880000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-06-30,50.1160000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-06-29,48.8270000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-06-28,50.1400000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-06-27,48.5990000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-06-26,49.3990000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-06-23,49.6480000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-06-22,49.6620000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-06-21,49.2550000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-06-20,49.2180000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-06-19,48.4860000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-06-16,49.2280000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-06-15,50.1200000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-06-14,47.6990000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-06-13,48.4710000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-06-12,48.4700000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-06-09,49.8910000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-06-08,50.4870000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-06-07,50.4960000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-06-06,50.9580000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-06-05,49.9410000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-06-02,51.4790000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-06-01,51.9940000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-05-31,52.5300000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-05-30,52.3870000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-05-29,52.3670000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-05-26,52.4760000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-05-25,52.9900000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-05-24,52.8410000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-05-23,52.0350000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-05-22,52.4200000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-05-19,52.4320000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-05-18,52.0950000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-05-17,53.7950000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-05-16,53.0670000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-05-15,53.0940000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-05-12,53.2340000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-05-11,54.4670000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-05-10,54.5560000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-05-09,54.3020000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-05-08,54.5600000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-05-05,54.1540000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-05-04,55.2160000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-05-03,54.2180000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-05-02,54.2350000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-05-01,55.0300000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-04-28,54.7170000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-04-27,55.0700000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-04-26,54.7080000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-04-25,51.4990000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-04-24,50.3140000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-04-21,49.6320000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-04-20,49.6070000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-04-19,49.3050000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-04-18,49.5440000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-04-17,50.8160000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-04-14,50.8470000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-04-13,50.6000000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-04-12,50.2910000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-04-11,48.4430000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-04-10,49.4850000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-04-07,49.3250000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-04-06,49.2200000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-04-05,50.2010000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-04-04,48.9490000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-04-03,48.3120000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-03-31,48.7160000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-03-30,49.2150000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-03-29,51.8280000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-03-28,52.8270000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-03-27,53.7440000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-03-24,51.6440000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-03-23,51.1620000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-03-22,50.4480000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-03-21,49.7180000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-03-20,53.0950000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-03-17,49.5660000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-03-16,50.5550000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-03-15,50.9260000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-03-14,48.1250000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-03-13,48.3910000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-03-10,46.8300000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-03-09,44.8530000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-03-08,44.2420000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-03-07,44.4190000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-03-06,43.4970000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-03-03,44.0210000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-03-02,44.4180000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-03-01,44.4080000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-02-28,44.1670000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-02-27,44.1200000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-02-24,45.3410000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-02-23,45.3670000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-02-22,45.7790000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-02-21,45.0970000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-02-20,44.9050000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-02-17,45.1150000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-02-16,45.1070000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-02-15,43.8900000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-02-14,43.3560000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-02-13,45.0370000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-02-10,44.7540000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-02-09,43.1920000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-02-08,42.7580000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-02-07,44.5120000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-02-06,44.7440000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-02-03,43.7220000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-02-02,44.1410000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-02-01,45.4550000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-01-31,45.6590000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-01-30,45.9110000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-01-27,45.3700000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-01-26,45.0610000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-01-25,45.5510000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-01-24,42.1260000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-01-23,46.3870000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-01-20,46.1180000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-01-19,46.2520000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-01-18,45.6210000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-01-17,47.1720000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-01-16,47.5340000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-01-13,47.8490000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-01-12,48.1020000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-01-11,49.8920000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-01-10,51.7730000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-01-09,51.7220000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-01-06,52.2030000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-01-05,52.3390000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-01-04,52.6000000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-01-03,53.9220000,Normal value (A),Not for publication, restricted for internal use only (N)
2023-01-02,54.6790000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-12-30,55.0900000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-12-29,55.8260000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-12-28,56.8370000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-12-27,53.5840000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-12-26,53.3410000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-12-23,53.9720000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-12-22,54.4700000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-12-21,54.9330000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-12-20,56.1580000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-12-19,55.3900000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-12-16,55.4940000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-12-15,53.7150000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-12-14,52.5910000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-12-13,51.6690000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-12-12,52.3770000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-12-09,52.0750000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-12-08,50.4560000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-12-07,52.1190000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-12-06,52.3690000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-12-05,52.5030000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-12-02,52.6350000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-12-01,52.9870000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-11-30,54.3440000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-11-29,53.8150000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-11-28,54.4800000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-11-25,53.7300000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-11-24,54.5210000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-11-23,55.5870000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-11-22,57.6340000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-11-21,58.4530000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-11-18,57.5270000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-11-17,58.5300000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-11-16,56.2220000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-11-15,56.8070000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-11-14,57.3000000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-11-11,56.5500000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-11-10,57.3160000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-11-09,57.5730000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-11-08,57.5330000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-11-07,57.6270000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-11-04,58.7840000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-11-03,60.5130000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-11-02,60.6020000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-11-01,59.6080000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-10-31,60.7830000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-10-28,59.9570000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-10-27,61.1840000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-10-26,62.8030000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-10-25,62.9810000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-10-24,64.4390000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-10-21,66.0750000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-10-20,65.5010000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-10-19,66.9080000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-10-18,67.7450000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-10-17,67.1670000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-10-14,68.2290000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-10-13,69.1780000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-10-12,67.6490000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-10-11,66.3000000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-10-10,66.1850000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-10-07,64.3780000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-10-06,63.6290000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-10-05,64.4340000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-10-04,64.0410000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-10-03,66.0340000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-09-30,66.1510000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-09-29,66.5730000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-09-28,65.4430000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-09-27,63.1880000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-09-26,60.4900000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-09-23,58.9410000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-09-22,57.8300000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-09-21,58.0520000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-09-20,57.9350000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-09-19,54.5030000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-09-16,53.6790000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-09-15,53.0340000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-09-14,53.5560000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-09-13,52.3530000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-09-12,52.2960000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-09-09,52.9660000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-09-08,52.1830000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-09-07,52.9280000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-09-06,53.7850000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-09-05,55.2550000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-09-02,53.6690000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-09-01,53.7770000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-08-31,52.5770000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-08-30,51.6040000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-08-29,52.9040000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-08-26,52.4100000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-08-25,51.4800000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-08-24,52.2700000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-08-23,52.9510000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-08-22,52.5700000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-08-19,51.9120000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-08-18,51.6410000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-08-17,51.9960000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-08-16,50.8220000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-08-15,49.6010000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-08-12,48.1890000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-08-11,47.7970000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-08-10,50.4310000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-08-09,51.1500000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-08-08,50.2920000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-08-05,50.8390000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-08-04,52.0330000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-08-03,52.2640000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-08-02,54.5390000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-08-01,54.1020000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-07-29,57.1540000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-07-28,60.2730000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-07-27,61.5790000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-07-26,62.3130000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-07-25,61.2930000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-07-22,65.2530000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-07-21,67.1690000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-07-20,64.9110000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-07-19,66.0670000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-07-18,68.3160000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-07-15,67.6490000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-07-14,64.6140000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-07-13,62.3550000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-07-12,62.2060000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-07-11,59.8820000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-07-08,59.8040000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-07-07,60.6470000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-07-06,60.4460000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-07-05,61.0430000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-07-04,58.0960000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-07-01,56.5090000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-06-30,57.3010000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-06-29,53.8260000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-06-28,54.4650000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-06-27,56.3010000,Normal value (A),Not for publication, restricted for internal use only (N)
2022-06-24,57.3820000,Normal value (A),Not for publication, restricted for internal use only (N)
